22,F,O,44,0,N,31,12,0,P,12,Y,Y,N,Y,48,731,0.0,Y,N,0,N,N,300.0,0,0,N,0
15,F,S,18,0,Y,31,20,0,P,216,Y,Y,Y,Y,12,853,0.0,Y,N,0,N,N,300.0,0,0,N,0
24,F,C,22,0,Y,31,8,0,P,48,Y,N,Y,Y,12,40,0.0,Y,N,0,N,N,229.0,0,0,N,0
12,F,C,47,0,N,31,25,0,P,180,Y,Y,N,Y,24,35,0.0,Y,N,0,N,N,304.0,0,0,N,0
16,F,S,28,0,Y,31,25,0,O,12,Y,Y,Y,Y,12,24,0.0,Y,N,0,N,N,250.0,0,0,N,0
24,M,S,26,0,N,31,28,0,P,180,Y,Y,N,Y,0,999,0.0,Y,N,0,N,N,800.0,0,0,N,0
55,F,S,22,0,Y,31,12,0,A,0,Y,Y,Y,Y,48,999,0.0,Y,N,0,N,N,410.0,0,0,N,0
6,F,C,21,0,Y,23,28,0,A,24,Y,Y,Y,Y,12,40,800.0,Y,N,0,N,N,248.0,0,0,N,0
3,F,S,27,0,Y,31,20,0,A,0,Y,Y,Y,Y,0,950,0.0,Y,N,0,N,N,1000.0,0,0,N,1
23,F,C,57,0,Y,31,12,0,P,24,Y,Y,N,Y,96,13,0.0,Y,N,0,N,N,856.0,0,0,N,0
25,F,S,53,0,Y,31,18,0,P,60,Y,Y,N,Y,24,13,0.0,Y,N,0,N,N,738.0,0,1,N,1
12,F,C,32,0,Y,31,12,0,P,24,Y,Y,N,Y,0,165,0.0,Y,N,0,N,N,700.0,0,0,N,0
7,M,S,21,0,Y,1,3,0,P,180,Y,Y,N,N,24,514,0.0,N,N,0,N,N,347.0,0,0,N,0
24,M,C,36,0,Y,31,12,0,P,120,Y,Y,Y,Y,36,15,0.0,Y,N,0,N,N,1987.0,0,1,N,0
7,M,S,26,0,Y,27,1,0,P,240,Y,Y,N,Y,12,26,0.0,Y,N,0,N,N,1000.0,0,0,N,0
19,F,S,49,0,N,50,20,0,P,120,Y,Y,N,Y,0,703,0.0,Y,N,0,N,N,225.0,0,0,N,0
96,F,S,18,0,Y,31,20,0,P,216,Y,Y,Y,Y,96,60,0.0,Y,N,0,N,N,145.0,0,0,N,0
55,M,O,44,0,Y,31,8,0,P,72,Y,Y,Y,Y,12,135,0.0,Y,N,0,N,N,370.0,0,0,N,0
55,F,V,46,0,N,50,12,0,P,360,Y,Y,N,Y,120,704,0.0,Y,N,0,N,N,520.0,0,0,N,0
24,M,S,20,0,Y,31,28,0,P,24,Y,Y,Y,Y,12,999,0.0,Y,N,0,N,N,500.0,0,0,N,1
9,M,C,26,0,Y,5,18,0,C,264,Y,Y,N,Y,36,79,0.0,Y,N,0,N,N,490.0,0,0,N,1
1,M,C,17,0,N,50,12,0,A,12,Y,Y,N,Y,12,38,0.0,Y,N,0,N,N,426.0,0,0,N,1
19,F,C,20,0,Y,31,28,0,P,120,Y,Y,N,Y,0,999,0.0,Y,N,0,N,N,500.0,0,0,N,0
21,F,S,46,0,Y,31,8,0,A,48,Y,Y,Y,Y,192,999,0.0,Y,N,0,N,N,3100.0,0,0,N,0
25,F,C,41,0,Y,50,8,0,P,12,Y,Y,Y,Y,120,34,0.0,Y,N,0,N,N,1175.0,0,0,N,0
12,M,S,20,0,Y,50,12,0,P,12,Y,Y,Y,Y,24,39,0.0,Y,N,0,N,N,285.0,0,0,N,1
20,F,D,64,0,Y,50,3,0,A,12,Y,Y,Y,Y,60,72,0.0,Y,N,0,N,N,700.0,0,1,N,1
15,F,D,71,0,Y,31,18,0,A,96,Y,Y,N,Y,12,13,0.0,Y,N,0,N,N,180.0,0,0,N,0
14,F,S,33,0,Y,31,12,0,P,396,Y,Y,Y,Y,48,26,0.0,Y,N,0,N,N,260.0,0,0,N,0
1,F,S,46,0,Y,31,8,0,P,72,Y,Y,N,Y,12,801,0.0,Y,N,0,N,N,442.0,0,0,N,0
12,M,C,24,0,N,31,20,0,P,240,Y,Y,Y,Y,12,30,0.0,Y,N,0,N,N,313.0,0,0,N,0
12,F,S,23,0,N,31,18,0,P,276,Y,Y,Y,Y,0,999,0.0,Y,N,0,N,N,280.0,0,0,N,1
6,F,C,36,0,N,50,8,0,P,240,Y,Y,N,Y,12,713,0.0,Y,N,0,N,N,250.0,0,0,N,0
3,F,S,40,0,Y,31,28,0,P,24,Y,Y,Y,Y,0,305,0.0,Y,N,0,N,N,1000.0,0,0,N,0
55,F,S,23,0,Y,50,12,0,P,36,Y,Y,Y,Y,24,653,0.0,Y,N,0,N,N,390.0,0,0,N,0
12,F,S,27,0,Y,31,23,0,P,24,Y,Y,Y,Y,12,72,0.0,Y,N,0,N,N,350.0,0,0,N,0
25,M,S,18,0,Y,31,23,0,P,228,Y,Y,N,Y,0,950,0.0,Y,N,0,N,N,800.0,0,0,N,1
24,F,O,31,0,N,50,28,0,P,168,Y,Y,Y,Y,72,801,0.0,Y,N,0,N,N,451.0,0,0,N,0
12,F,S,24,0,Y,31,1,0,P,96,Y,Y,N,Y,0,261,0.0,Y,N,0,N,N,700.0,0,0,N,1
23,F,O,30,0,Y,31,12,0,O,240,Y,Y,N,Y,60,43,0.0,Y,N,0,N,N,300.0,0,0,N,1
20,F,S,21,0,Y,31,8,0,C,252,Y,Y,Y,Y,36,40,0.0,Y,N,0,N,N,295.0,0,0,N,0
55,F,S,39,0,Y,31,18,0,A,24,Y,Y,Y,Y,0,205,0.0,Y,N,0,N,N,220.0,0,0,N,0
22,M,C,55,0,Y,31,8,0,P,72,Y,Y,N,Y,12,13,0.0,Y,N,0,N,N,1174.0,0,0,N,0
7,M,S,26,0,Y,5,20,0,P,84,Y,Y,N,Y,12,301,0.0,Y,N,0,N,N,195.0,0,0,N,1
11,M,D,26,0,N,31,12,0,P,120,Y,Y,Y,Y,0,999,0.0,Y,N,0,N,N,2701.0,0,0,N,0
23,F,S,66,0,Y,31,12,0,P,48,Y,Y,Y,Y,288,918,0.0,Y,N,0,N,N,365.0,0,0,N,0
20,M,S,23,0,N,50,3,0,O,12,Y,Y,Y,Y,24,251,0.0,Y,N,0,N,N,355.0,0,0,N,0
66,F,C,31,0,Y,31,3,0,P,360,Y,Y,N,Y,0,720,1200.0,Y,N,0,N,N,840.0,0,0,N,0
3,F,S,18,0,Y,50,12,0,P,96,Y,Y,N,Y,12,205,0.0,Y,N,0,N,N,350.0,0,0,N,1
24,F,C,43,0,Y,31,18,0,A,96,Y,Y,N,Y,240,501,0.0,Y,N,0,N,N,350.0,0,0,N,0
25,F,S,34,0,N,31,28,0,P,120,Y,Y,Y,Y,24,205,0.0,Y,N,0,N,N,500.0,0,0,N,0
24,F,S,23,0,Y,50,18,0,P,276,Y,Y,N,Y,24,950,0.0,Y,N,0,N,N,300.0,0,0,N,0
6,F,O,17,0,Y,34,12,0,P,216,Y,Y,Y,Y,24,62,0.0,Y,N,0,N,N,200.0,0,0,N,1
9,F,S,40,0,Y,5,25,0,P,0,Y,Y,Y,Y,24,210,0.0,Y,N,0,N,N,331.0,0,0,N,0
6,F,S,35,0,N,50,25,0,A,12,Y,Y,N,Y,36,703,0.0,Y,N,0,N,N,400.0,0,0,N,1
23,F,S,19,0,Y,31,12,0,A,12,Y,N,Y,Y,12,205,0.0,Y,N,0,N,N,372.0,0,0,N,0
20,F,S,42,0,Y,31,12,0,A,60,Y,Y,Y,Y,36,999,0.0,Y,N,0,N,N,472.0,0,0,N,0
19,F,S,32,0,Y,31,1,0,P,120,Y,Y,Y,Y,12,999,0.0,Y,N,0,N,N,733.0,0,0,N,0
23,M,S,20,0,Y,31,8,0,P,24,Y,Y,Y,Y,12,999,0.0,Y,N,0,N,N,545.0,0,1,N,0
3,F,C,53,0,Y,31,18,0,P,240,Y,Y,N,Y,36,950,0.0,Y,N,0,N,N,300.0,0,0,N,0
13,F,S,23,0,Y,31,22,0,P,72,Y,Y,N,Y,24,53,0.0,Y,N,0,N,N,375.0,0,0,N,0
55,F,S,21,0,N,31,25,0,O,216,Y,Y,N,Y,0,24,0.0,Y,N,0,N,N,292.0,0,0,N,0
55,F,S,62,0,Y,31,12,0,P,300,Y,Y,N,Y,48,13,0.0,Y,N,0,N,N,380.0,0,0,N,0
25,F,C,32,0,Y,31,1,0,P,96,Y,Y,Y,Y,24,41,0.0,Y,N,0,N,N,1805.0,0,0,N,0
20,M,S,19,0,Y,31,12,0,P,12,Y,Y,Y,Y,12,999,0.0,Y,N,0,N,N,240.0,0,0,N,1
24,F,S,21,0,Y,31,8,0,A,0,Y,Y,Y,Y,12,40,0.0,Y,N,0,N,N,410.0,0,0,N,0
1,F,O,38,0,N,50,12,0,P,144,Y,N,Y,Y,108,205,0.0,Y,N,0,N,N,180.0,0,0,N,0
25,F,S,45,0,Y,31,18,0,O,84,Y,Y,Y,Y,84,307,0.0,Y,N,0,N,N,700.0,0,0,N,0
12,M,S,19,0,N,50,18,0,P,228,Y,Y,N,Y,0,702,0.0,Y,N,0,N,N,200.0,0,0,N,1
22,F,S,18,0,Y,31,12,0,A,12,Y,Y,Y,Y,12,801,0.0,Y,N,0,N,N,197.0,0,0,N,0
19,F,C,50,0,Y,31,28,0,P,408,Y,Y,N,Y,0,999,0.0,Y,N,0,N,N,2000.0,0,0,N,0
55,M,C,39,0,Y,50,12,0,P,60,Y,Y,Y,Y,120,999,0.0,Y,N,0,N,N,815.0,0,0,N,0
14,F,C,75,0,Y,31,8,0,P,48,Y,Y,N,Y,0,2,0.0,Y,N,0,N,N,3900.0,0,0,N,0
17,F,C,38,0,Y,31,12,0,P,96,Y,Y,N,Y,12,999,0.0,Y,N,0,N,N,200.0,0,0,N,0
20,F,C,58,0,Y,31,18,0,A,108,Y,Y,N,Y,120,13,0.0,Y,N,0,N,N,180.0,0,0,N,0
21,F,C,40,0,Y,31,12,0,O,156,Y,Y,Y,Y,144,131,1000.0,Y,N,0,N,N,400.0,0,0,N,0
8,F,S,23,0,Y,31,12,0,P,216,Y,Y,N,Y,12,992,0.0,Y,N,0,N,N,210.0,0,0,N,1
22,M,S,24,0,Y,31,3,0,P,288,Y,Y,N,Y,24,520,0.0,Y,N,0,N,N,355.0,0,0,N,0
10,F,C,23,0,Y,31,23,0,P,216,Y,Y,Y,Y,12,40,0.0,Y,N,0,N,N,277.0,0,0,N,0
10,F,S,24,0,Y,31,18,0,P,36,Y,Y,Y,Y,0,30,0.0,Y,N,0,N,N,240.0,0,0,N,0
3,M,C,32,0,Y,31,8,0,A,48,Y,Y,N,Y,168,514,890.0,Y,N,0,N,N,1000.0,0,0,N,1
55,F,C,53,0,Y,23,18,0,P,360,Y,Y,N,Y,180,13,0.0,Y,N,0,N,N,333.0,0,0,N,0
55,F,V,62,0,Y,31,8,0,P,360,Y,Y,N,Y,0,13,0.0,Y,N,0,N,N,470.0,0,0,N,0
15,M,S,19,0,Y,31,20,0,P,60,Y,Y,Y,Y,48,39,0.0,Y,N,0,N,N,154.0,0,0,N,0
21,F,C,45,0,Y,31,8,0,P,240,Y,N,Y,Y,276,999,0.0,Y,N,0,N,N,542.0,0,0,N,0
11,F,D,38,0,Y,31,8,0,P,72,Y,Y,Y,Y,12,1,0.0,Y,N,0,N,N,21193.0,0,0,N,0
20,F,C,58,0,Y,31,25,0,A,12,Y,Y,Y,Y,12,132,0.0,Y,N,0,N,N,1875.0,0,0,N,0
18,M,C,34,0,N,50,28,0,A,12,Y,Y,Y,Y,12,40,0.0,Y,N,0,N,N,250.0,0,0,N,0
