@relation 'generators.SineGeneratorFinalMod -s'

@attribute att1 numeric
@attribute att2 numeric
@attribute class {0,1}

@data

0.7308781907032909,0.41008081149220166,1
0.9398653887819098,0.9471949176631939,0
0.20771484130971707,0.3327170559595112,0
0.006117182265761301,0.9637047970232077,0
0.9370821488959696,0.3971743421847056,1
0.15674689056984625,0.3782020453210553,0
0.34751802920311026,0.29405703200403677,1
0.5064836273262351,0.11596708803265776,1
0.7705358800791777,0.65989270869342,1
0.9843228006692949,0.20673750736050733,1
0.481728301575598,0.5445548088936737,0
0.20491354575856158,0.6233638106316658,0
0.010684410982228831,0.16104332337170224,0
0.11983904230418962,0.6524767068959532,0
0.37464950029397015,0.46334978756947576,0
0.4914512055616126,0.4287841787462007,1
0.20949273346356434,0.17264882091400524,1
0.6949479796024919,0.8052277714737137,0
0.4432124503172691,0.5041355667045739,0
0.523135155788333,0.7439844862373166,0
0.7891906578350958,0.6990066224344805,1
0.8363149477563286,0.16310352738831468,1
0.3080929152084798,0.7173224016222269,0
0.20463555220568552,0.2549094512998157,0
0.6374974298594064,0.008760417318731673,1
0.22502238600837543,0.9831031848337031,0
0.09975028132571628,0.6171458898614318,0
0.028120372951167205,0.5914391059546381,0
0.07404792727334575,0.679935420191025,0
0.2712933251747158,0.7298239289350995,0
0.6311898883115249,0.2079779790426225,1
0.5403970647837965,0.9738340099187002,0
0.4577001830735099,0.8624497547615505,0
0.06248845991277674,0.7638204881746642,0
0.2484887670873126,0.7068583347506787,0
0.024472129835244494,0.45100850261544956,0
0.8803572849070423,0.7070442260539652,1
0.04217868395172397,0.3786228753606087,0
0.31663147897269206,0.6670733531962961,0
0.44445661109533674,0.6915212116814826,0
0.5923792438629387,0.6551736031294164,0
0.23910643632747064,0.4451812617337756,0
0.7233716462158025,0.5094929196703692,1
0.23447408750505638,0.6560824389883995,0
0.17570195450010273,0.44479400596125773,0
0.9871021380962999,0.15324623281626104,1
0.06539702112886914,0.9380305012325801,0
0.8867444223713158,0.043702698296824716,1
0.9991834307905937,0.061901802278626294,1
0.3039764375623307,0.37194051348653157,0
0.02963321139734998,0.708153827940544,0
0.1157884427761261,0.6912259325002929,0
0.22457387021115427,0.44459943474484964,0
0.31531501628136305,0.6961128822508109,0
0.023598618121072,0.08472082428015759,0
0.907281190118193,0.24648563130230905,1
0.6073350789607563,0.3154227864574829,1
0.4638377596597093,0.17724271181295093,1
0.6304048639228539,0.9095840355890242,0
0.4699535995042926,0.8196823891995005,0
0.0112285275189965,0.7940233434749963,0
