P(x_y)_sin

@attribute att1 numeric
@attribute att2 numeric
@attribute class {0,1}

@data

0.9398653887819098,0.9471949176631939,0
0.20771484130971707,0.3327170559595112,0
0.006117182265761301,0.9637047970232077,0
0.15674689056984625,0.3782020453210553,0
0.7308781907032909,0.41008081149220166,1
0.481728301575598,0.5445548088936737,0
0.9370821488959696,0.3971743421847056,1
0.34751802920311026,0.29405703200403677,1
0.5064836273262351,0.11596708803265776,1
0.7705358800791777,0.65989270869342,1
0.20491354575856158,0.6233638106316658,0
0.010684410982228831,0.16104332337170224,0
0.11983904230418962,0.6524767068959532,0
0.37464950029397015,0.46334978756947576,0
0.6949479796024919,0.8052277714737137,0
0.4432124503172691,0.5041355667045739,0
0.523135155788333,0.7439844862373166,0
0.3080929152084798,0.7173224016222269,0
0.20463555220568552,0.2549094512998157,0
0.22502238600837543,0.9831031848337031,0
0.09975028132571628,0.6171458898614318,0
0.028120372951167205,0.5914391059546381,0
0.07404792727334575,0.679935420191025,0
0.2712933251747158,0.7298239289350995,0
0.5403970647837965,0.9738340099187002,0
0.4577001830735099,0.8624497547615505,0
0.06248845991277674,0.7638204881746642,0
0.2484887670873126,0.7068583347506787,0
0.024472129835244494,0.45100850261544956,0
0.04217868395172397,0.3786228753606087,0
0.31663147897269206,0.6670733531962961,0
0.44445661109533674,0.6915212116814826,0
0.5923792438629387,0.6551736031294164,0
0.23910643632747064,0.4451812617337756,0
0.23447408750505638,0.6560824389883995,0
0.17570195450010273,0.44479400596125773,0
0.9843228006692949,0.20673750736050733,1
0.06539702112886914,0.9380305012325801,0
0.3039764375623307,0.37194051348653157,0
0.02963321139734998,0.708153827940544,0
0.1157884427761261,0.6912259325002929,0
0.22457387021115427,0.44459943474484964,0
0.31531501628136305,0.6961128822508109,0
0.023598618121072,0.08472082428015759,0
0.6304048639228539,0.9095840355890242,0
0.4699535995042926,0.8196823891995005,0
0.0112285275189965,0.7940233434749963,0
0.10770436318776633,0.7660327692439177,0
0.4914512055616126,0.4287841787462007,1
0.21480993477536892,0.8337721028642606,0
0.05687004880600954,0.5598410954199078,0
0.36799637322681067,0.8822351982221481,0
0.06045988412760983,0.07176552425471794,0
0.2226207298867815,0.6454591110906983,0
0.24928496501916897,0.7966813038398515,0
0.20949273346356434,0.17264882091400524,1
0.46609155413725645,0.8033199444863032,0
0.7891906578350958,0.6990066224344805,1
0.4796055703451215,0.9611818478109091,0
0.453188192034624,0.4810877822329298,0
0.10882339963492693,0.8932382871275492,0
0.12996863321546248,0.8919939623067634,0
0.12987253974477075,0.6696159391389869,0
0.8363149477563286,0.16310352738831468,1
0.47837213864160977,0.8752899735987772,0
0.4124412921387338,0.5292556661639499,0
0.16103499099921081,0.24624984365549918,0
0.04913385234394907,0.8898258680169367,0
0.0816277959708882,0.7714686576756621,0
0.41350888270193265,0.46561210710901313,0
0.26773494080453997,0.7464355387320984,0
0.357313748927502,0.9309632972906509,0
0.5489525169306556,0.5554683820879616,0
0.7105747751483344,0.8239808754531598,0
0.2621708905186815,0.39371075549396883,0
0.6374974298594064,0.008760417318731673,1
0.3173634238970139,0.4913374573898074,0
0.42014519164038855,0.8764579135029733,0
0.00705024322089165,0.23741816496320878,0
0.13741899143501635,0.30695099042932494,0
0.2390667971619035,0.47205490211790224,0
0.6039836876835672,0.8496408070142764,0
0.09396175877193202,0.56514823224583,0
0.2751385513187261,0.33851493876505157,0
0.27912365501576863,0.7768110196253885,0
0.14755445215994234,0.44375533462662087,0
0.11755950191551656,0.8995969280165148,0
0.6311898883115249,0.2079779790426225,1
0.4918359513022691,0.8508216275886508,0
0.47553976494387906,0.5723106378160226,0
0.061952195554495604,0.09211602615295178,0
0.2102845369480859,0.8398618958959204,0
0.5863206319929348,0.5672930709037051,0
0.044188841083690256,0.17786127395043716,0
0.3334777554447792,0.8227389827316095,0
0.34453949038164466,0.7592864775102005,0
0.05773993228675156,0.7450253028204447,0
0.07493579424998087,0.6791492090518296,0
0.2259568068683473,0.7115609604188662,0
0.028425766387376372,0.5924149952146847,0
0.6761231545253681,0.7155724849913587,0
0.3079735058741253,0.41758041539179,0
0.2685993826295583,0.3382782939863087,0
0.00805007149256931,0.32680802229329464,0
0.7866092457818081,0.7127521677660935,0
0.7813547336294311,0.9662539506822094,0
0.17544140930597707,0.24540068285954053,0
0.18285377976891704,0.3787367923552257,0
0.058934564505429665,0.6398476794183242,0
0.26878773097008124,0.8769147706796528,0
0.30924367067068825,0.8457740231602355,0
0.12691147218115073,0.50469613806492,0
0.6019146360600576,0.6379468960547,0
0.122538187840041,0.9596579962395817,0
0.10834054813044591,0.4776011698824555,0
0.11746067569721885,0.8342432575324911,0
0.08745944580429932,0.6672988352130134,0
0.8803572849070423,0.7070442260539652,1
0.18547852878246063,0.4637436794796559,0
0.2969060772651446,0.6080708547033209,0
7.576795793629021E-4,0.8773468410302443,0
0.7233716462158025,0.5094929196703692,1
0.35241403205993493,0.5676982414644411,0
0.39546786810395795,0.6505050727668266,0
0.5946311329871145,0.8098898289838599,0
0.13909179729980636,0.8661701576376263,0
0.9871021380962999,0.15324623281626104,1
0.19454196703065907,0.9199053094405434,0
0.13991851646773668,0.7723479336144607,0
0.2700129821781594,0.34581713460038443,0
0.3579727104004834,0.7569155789446419,0
0.027591207593261946,0.7827804402642764,0
0.6061902042033666,0.6815264621608791,0
0.3141502235037683,0.517834846250365,0
0.8189424032001663,0.7478598072733377,0
0.014100917264031065,0.642370479947377,0
0.1358333559033087,0.8447221177444675,0
0.19990759395087465,0.2933236645699906,0
0.21498020266100715,0.6411961966629384,0
0.48002322046071055,0.887282933192784,0
0.004386931288730467,0.8450125062193224,0
0.8867444223713158,0.043702698296824716,1
0.12920426936753593,0.8704946707175599,0
0.29631999613429094,0.667280990517355,0
0.4564615644666299,0.8208208849605739,0
0.6405704810942022,0.7164922827313019,0
0.24849500172928307,0.6256134638065027,0
0.37945720451233256,0.9386232598115296,0
0.013782287335055154,0.20176287913039015,0
0.9991834307905937,0.061901802278626294,1
0.07316196122112595,0.47368657274644366,0
0.17366508481342813,0.9986347770750461,0
0.133005432046003,0.9463255241790453,0
0.016345370283433636,0.689129284118051,0
0.08089930397096479,0.99636416618406,0
0.007621958697247022,0.6707627377662577,0
0.4962172238046825,0.7263756956345835,0
0.2704109193900266,0.2757150819502503,0
0.07033071248712741,0.3999243813224932,0
0.48039132064367673,0.6713934717368216,0
0.16964776969627793,0.9946812710349228,0
0.3546235951044625,0.5900510098847382,0
0.42031947813144355,0.8812169319617449,0
